first_name,last_name,email,salary,country,date_of_birth,gender,phone_number,joining_date,status,department,job_title
Laura,Brown,laura.brown9590@example.com,131887.02,Japan,1983-02-08,Male,+19351154704,2022-07-02,On Leave,Marketing,Product Manager
Olivia,Hernandez,olivia.hernandez9591@example.com,138714.17,Canada,1976-07-24,Other,+18085436861,2010-10-11,Active,Human Resources,HR Specialist
Emily,Martin,emily.martin9592@example.com,66301.73,Brazil,1997-04-07,Female,+15364790840,2019-04-21,Active,Product,Product Manager
Alex,Moore,alex.moore9593@example.com,43422.56,Brazil,1987-07-22,Female,+11568300151,2016-10-08,On Leave,Operations,HR Specialist
Katie,Johnson,katie.johnson9594@example.com,96448.04,Japan,1993-06-09,Other,+17662720795,2016-12-08,Terminated,Sales,Marketing Analyst
Joseph,Johnson,joseph.johnson9595@example.com,83329.71,UK,1994-10-09,Female,+19480585245,2011-07-21,Active,Human Resources,Product Manager
Katie,Johnson,katie.johnson9596@example.com,85404.07,South Africa,1987-11-03,Female,+12812254512,2017-12-19,Terminated,Operations,Software Engineer
Ava,Anderson,ava.anderson9597@example.com,83620.42,Japan,1993-01-27,Male,+15481096142,2012-10-11,On Leave,Operations,Data Scientist
David,Lopez,david.lopez9598@example.com,43876.43,USA,1977-02-06,Other,+13726039375,2011-01-26,Suspended,Quality Assurance,HR Specialist
John,Johnson,john.johnson9599@example.com,111723.81,Japan,1992-01-25,Other,+12185223515,2012-07-10,On Leave,Marketing,Software Engineer
Chris,Anderson,chris.anderson9600@example.com,68371.15,France,1970-06-20,Female,+18215482452,2016-05-19,On Leave,Operations,Software Engineer
Jane,Miller,jane.miller9601@example.com,111857.41,Brazil,1999-11-17,Other,+19929716004,2015-10-07,Suspended,Sales,Data Scientist
James,Gonzalez,james.gonzalez9602@example.com,101033.97,Japan,1980-06-10,Female,+12963139864,2017-10-03,On Leave,Quality Assurance,HR Specialist
Isabella,Taylor,isabella.taylor9603@example.com,106248.15,South Africa,1993-06-18,Female,+17713357983,2014-09-20,Terminated,Quality Assurance,Product Manager
Joseph,Brown,joseph.brown9604@example.com,81018.66,USA,1990-10-18,Female,+19030310073,2012-04-05,On Leave,Marketing,QA Engineer
Joseph,Miller,joseph.miller9605@example.com,104117.45,Canada,1981-07-19,Female,+16630911122,2019-04-05,Active,Engineering,Data Scientist
Chris,Thomas,chris.thomas9606@example.com,83351.53,Germany,1978-04-28,Other,+17792406783,2010-08-05,Active,Human Resources,QA Engineer
Isabella,Rodriguez,isabella.rodriguez9607@example.com,81581.25,France,1970-12-08,Male,+15702065164,2016-06-27,On Leave,Quality Assurance,Software Engineer
Charles,Brown,charles.brown9608@example.com,55567.91,Brazil,1991-06-01,Male,+15045036542,2020-02-13,On Leave,Engineering,HR Specialist
Emily,Hernandez,emily.hernandez9609@example.com,117333.12,India,1987-03-04,Male,+13342691761,2016-12-30,On Leave,Human Resources,HR Specialist
Sarah,Martinez,sarah.martinez9610@example.com,108656.82,South Africa,1983-09-11,Other,+16036774724,2013-05-07,Terminated,Sales,DevOps Engineer
Isabella,Anderson,isabella.anderson9611@example.com,143793.48,Brazil,1996-08-02,Male,+11270581413,2011-06-16,Suspended,Human Resources,DevOps Engineer
Chris,Davis,chris.davis9612@example.com,87941.01,Germany,1976-02-09,Male,+19897926583,2010-09-11,Suspended,Product,HR Specialist
Jane,Martin,jane.martin9613@example.com,128442.04,France,1994-04-08,Other,+19372077070,2010-03-26,Terminated,Product,Product Manager
Alex,Martinez,alex.martinez9614@example.com,149550.77,India,1986-04-18,Other,+15867949623,2023-09-06,On Leave,Engineering,DevOps Engineer
Ava,Wilson,ava.wilson9615@example.com,76046.53,France,2000-12-28,Other,+18739916847,2013-09-24,On Leave,Quality Assurance,HR Specialist
William,Taylor,william.taylor9616@example.com,142340.23,USA,1986-06-24,Other,+19772627835,2012-10-08,Suspended,Marketing,DevOps Engineer
James,Lopez,james.lopez9617@example.com,139831.18,Canada,1979-12-27,Male,+19271267732,2012-12-13,On Leave,Product,Marketing Analyst
Chris,Wilson,chris.wilson9618@example.com,114374.94,Canada,1987-12-14,Other,+11111078579,2014-07-16,Terminated,Quality Assurance,Sales Representative
James,Martin,james.martin9619@example.com,73909.93,Canada,1980-10-15,Other,+18711083590,2012-11-27,Active,Sales,Product Manager
Katie,Thomas,katie.thomas9620@example.com,85604.1,India,2000-03-08,Male,+11804906327,2015-01-24,Terminated,Operations,Sales Representative
Alex,Davis,alex.davis9621@example.com,145739.23,USA,1982-04-04,Male,+15369456648,2010-12-05,On Leave,Sales,HR Specialist
Michael,Hernandez,michael.hernandez9622@example.com,119032.17,Germany,1977-12-02,Male,+15980450885,2017-12-03,Active,Operations,Sales Representative
Sophia,Brown,sophia.brown9623@example.com,77747.08,Brazil,1972-02-16,Female,+14720864673,2014-11-18,Terminated,Product,QA Engineer
Emma,Rodriguez,emma.rodriguez9624@example.com,105884.79,South Africa,1987-08-11,Female,+13518069978,2019-03-24,On Leave,Product,Marketing Analyst
Charles,Brown,charles.brown9625@example.com,117090.12,Japan,1981-01-24,Other,+15200875447,2022-09-17,Suspended,Operations,Sales Representative
William,Rodriguez,william.rodriguez9626@example.com,127568.4,Germany,1983-07-04,Female,+16984087325,2018-09-09,Terminated,Data,Product Manager
Isabella,Miller,isabella.miller9627@example.com,43300.38,UK,1997-05-02,Male,+16037234495,2016-02-04,Terminated,Data,DevOps Engineer
Emily,Martinez,emily.martinez9628@example.com,69464.86,India,1973-09-06,Female,+17091113464,2013-03-02,On Leave,Product,HR Specialist
Emily,Garcia,emily.garcia9629@example.com,118984.29,Brazil,1988-12-30,Female,+13652415759,2023-04-16,Suspended,Marketing,DevOps Engineer
Charles,Williams,charles.williams9630@example.com,106524.63,South Africa,1982-06-03,Male,+15901944691,2018-08-06,Active,Engineering,Marketing Analyst
James,Rodriguez,james.rodriguez9631@example.com,106126.31,South Africa,1981-10-16,Other,+13331067661,2020-09-11,Active,Marketing,Marketing Analyst
Charles,Martin,charles.martin9632@example.com,131778.97,France,1999-05-23,Male,+16248191457,2020-07-22,On Leave,Engineering,Data Scientist
Sarah,Davis,sarah.davis9633@example.com,104258.03,Brazil,1986-01-13,Other,+17492891136,2020-01-20,Active,Marketing,Marketing Analyst
David,Thomas,david.thomas9634@example.com,98870.53,India,1989-12-27,Female,+19859941248,2013-06-13,Active,Human Resources,QA Engineer
Jane,Thomas,jane.thomas9635@example.com,51582.96,Brazil,1989-10-16,Female,+17827449406,2020-02-12,On Leave,Product,Marketing Analyst
Charles,Gonzalez,charles.gonzalez9636@example.com,78856.18,France,1998-06-15,Other,+13521447524,2015-12-20,On Leave,Sales,HR Specialist
Joseph,Moore,joseph.moore9637@example.com,41651.12,UK,1993-02-01,Other,+11012253479,2011-02-09,On Leave,Sales,HR Specialist
Robert,Miller,robert.miller9638@example.com,131564.42,Canada,1985-02-06,Female,+16050680818,2013-09-16,Suspended,Engineering,Software Engineer
Emily,Lopez,emily.lopez9639@example.com,54863.29,Brazil,1973-07-15,Other,+13010072271,2010-10-16,Suspended,Operations,Product Manager
Robert,Williams,robert.williams9640@example.com,40360.75,India,1990-07-15,Other,+17188095007,2020-10-01,Terminated,Human Resources,HR Specialist
Laura,Miller,laura.miller9641@example.com,143117.43,France,1999-01-11,Male,+17279520881,2017-08-26,On Leave,Marketing,Sales Representative
Emily,Gonzalez,emily.gonzalez9642@example.com,115978.33,Germany,1979-11-20,Female,+15908495008,2014-06-01,Terminated,Quality Assurance,Software Engineer
Chris,Thomas,chris.thomas9643@example.com,133992.7,South Africa,1978-05-13,Female,+16473320635,2019-06-14,Suspended,Product,Product Manager
Sophia,Wilson,sophia.wilson9644@example.com,126101.66,France,1993-09-18,Other,+11316076516,2023-09-16,Terminated,Sales,Data Scientist
James,Moore,james.moore9645@example.com,60535.33,Australia,1992-05-25,Other,+19293627748,2018-10-04,Active,Operations,Product Manager
Joseph,Martinez,joseph.martinez9646@example.com,61607.23,USA,1971-10-17,Male,+17591293599,2018-04-16,Suspended,Operations,Data Scientist
Robert,Rodriguez,robert.rodriguez9647@example.com,45039.94,India,1993-05-06,Male,+14721210648,2011-04-08,Terminated,Engineering,Product Manager
Robert,Smith,robert.smith9648@example.com,78013.5,UK,1998-10-25,Female,+19829987542,2022-11-17,Terminated,Product,QA Engineer
Joseph,Moore,joseph.moore9649@example.com,108102.73,USA,1998-08-12,Other,+15783904962,2011-09-16,Active,Quality Assurance,Software Engineer
Charles,Hernandez,charles.hernandez9650@example.com,127179.89,Germany,1995-04-16,Male,+17680911642,2021-09-22,Suspended,Quality Assurance,QA Engineer
Sophia,Brown,sophia.brown9651@example.com,71395.13,UK,1974-07-22,Female,+14577783855,2019-04-21,Suspended,Data,HR Specialist
Emily,Anderson,emily.anderson9652@example.com,93284.21,France,1983-04-14,Female,+12199093426,2011-03-21,Terminated,Sales,HR Specialist
Alex,Moore,alex.moore9653@example.com,104825.63,France,1983-04-04,Male,+15092501164,2014-02-15,Suspended,Quality Assurance,QA Engineer
Robert,Jones,robert.jones9654@example.com,59152.33,Australia,2000-02-10,Male,+19440417885,2016-11-06,On Leave,Operations,Marketing Analyst
Chris,Brown,chris.brown9655@example.com,108697.41,South Africa,1986-12-19,Male,+16078082957,2015-05-24,On Leave,Marketing,QA Engineer
John,Lopez,john.lopez9656@example.com,100657.93,South Africa,1971-04-21,Other,+19172181261,2015-05-13,On Leave,Product,QA Engineer
Jane,Lopez,jane.lopez9657@example.com,80666.71,India,1986-07-10,Male,+11535300020,2016-01-22,On Leave,Human Resources,HR Specialist
Sophia,Lopez,sophia.lopez9658@example.com,55159.31,Australia,1974-06-06,Other,+15672237798,2013-11-15,Active,Product,HR Specialist
Ava,Thomas,ava.thomas9659@example.com,60302.72,UK,1985-12-19,Other,+15259859958,2018-04-02,Active,Human Resources,QA Engineer
Jane,Lopez,jane.lopez9660@example.com,113332.18,Brazil,1986-04-09,Female,+19916203493,2014-02-12,On Leave,Marketing,QA Engineer
Jane,Jackson,jane.jackson9661@example.com,139945.0,South Africa,1971-07-17,Female,+13213765640,2011-04-27,Terminated,Engineering,HR Specialist
Chris,Davis,chris.davis9662@example.com,84569.66,Brazil,1973-09-22,Other,+12541247036,2018-07-18,Active,Quality Assurance,Sales Representative
Isabella,Brown,isabella.brown9663@example.com,137448.23,Canada,1996-06-24,Male,+19888901027,2011-06-02,On Leave,Product,Product Manager
William,Smith,william.smith9664@example.com,45029.17,Australia,1988-01-14,Female,+18324952922,2013-08-10,Terminated,Sales,QA Engineer
Olivia,Williams,olivia.williams9665@example.com,95601.61,USA,1994-06-22,Male,+17271798839,2022-12-04,Active,Quality Assurance,DevOps Engineer
Alex,Moore,alex.moore9666@example.com,62012.34,Japan,1998-10-04,Female,+17678853984,2023-07-27,On Leave,Operations,Sales Representative
Jane,Johnson,jane.johnson9667@example.com,45526.58,Canada,1991-01-14,Male,+15037995135,2021-01-26,Active,Quality Assurance,Data Scientist
Charles,Lopez,charles.lopez9668@example.com,125780.53,Brazil,1983-08-31,Other,+13323816027,2014-08-29,Active,Data,Marketing Analyst
Isabella,Wilson,isabella.wilson9669@example.com,76315.78,Germany,1979-09-24,Female,+13310353206,2017-11-09,Suspended,Sales,Software Engineer
Isabella,Martin,isabella.martin9670@example.com,45849.93,Australia,2000-02-13,Female,+14143143349,2010-05-17,Terminated,Marketing,HR Specialist
Robert,Gonzalez,robert.gonzalez9671@example.com,125985.38,Brazil,1977-04-25,Female,+12616228419,2010-12-17,Active,Quality Assurance,Marketing Analyst
Robert,Martinez,robert.martinez9672@example.com,50474.13,Brazil,1994-03-03,Female,+15971021544,2017-10-29,Terminated,Engineering,Software Engineer
Sarah,Williams,sarah.williams9673@example.com,111476.36,Japan,1995-08-14,Female,+13560154668,2017-03-16,On Leave,Quality Assurance,Data Scientist
Michael,Davis,michael.davis9674@example.com,86587.13,Germany,1983-01-15,Female,+18178952499,2016-10-10,Suspended,Marketing,Sales Representative
Isabella,Johnson,isabella.johnson9675@example.com,72876.77,Germany,1971-04-11,Other,+18459520914,2015-03-01,On Leave,Product,Software Engineer
Charles,Johnson,charles.johnson9676@example.com,123017.45,Australia,1988-08-05,Other,+14946303401,2016-12-25,Active,Human Resources,Product Manager
Robert,Anderson,robert.anderson9677@example.com,123638.4,France,1972-01-25,Female,+12420661446,2018-03-13,Suspended,Data,DevOps Engineer
Charles,Miller,charles.miller9678@example.com,53851.08,Japan,2000-12-26,Male,+18659385018,2015-03-10,Terminated,Engineering,DevOps Engineer
Robert,Davis,robert.davis9679@example.com,119533.7,Germany,1988-03-31,Other,+12458124460,2021-06-28,Active,Human Resources,Sales Representative
Michael,Martin,michael.martin9680@example.com,87242.55,Germany,1998-12-17,Other,+13161880265,2020-10-05,Suspended,Quality Assurance,QA Engineer
Emma,Anderson,emma.anderson9681@example.com,94192.22,India,1981-08-03,Female,+19477743396,2010-02-26,Suspended,Sales,Product Manager
Chris,Wilson,chris.wilson9682@example.com,119867.81,Australia,1989-03-11,Other,+16362242736,2012-10-19,On Leave,Marketing,DevOps Engineer
Emily,Miller,emily.miller9683@example.com,83245.91,UK,1996-09-21,Other,+11950895634,2013-12-02,Suspended,Operations,Data Scientist
Joseph,Martin,joseph.martin9684@example.com,97990.21,France,1998-12-21,Female,+17205064167,2017-11-01,On Leave,Human Resources,DevOps Engineer
Chris,Wilson,chris.wilson9685@example.com,83738.21,Germany,1975-02-21,Other,+18765453447,2020-07-19,Terminated,Sales,DevOps Engineer
Laura,Thomas,laura.thomas9686@example.com,87877.59,Germany,1996-10-04,Male,+16032499178,2018-08-08,Suspended,Sales,QA Engineer
Sarah,Taylor,sarah.taylor9687@example.com,135781.17,India,1994-02-18,Other,+15855624913,2011-08-01,Terminated,Engineering,Sales Representative
Alex,Wilson,alex.wilson9688@example.com,42316.87,Canada,1990-08-09,Other,+11924415797,2016-08-23,Suspended,Human Resources,HR Specialist
Sarah,Taylor,sarah.taylor9689@example.com,131805.69,Germany,1974-02-12,Other,+11504137949,2021-06-10,On Leave,Product,QA Engineer
Sophia,Lopez,sophia.lopez9690@example.com,55008.29,Australia,1985-11-25,Female,+19647112399,2010-03-03,Terminated,Sales,Marketing Analyst
Ava,Miller,ava.miller9691@example.com,117790.89,Canada,1995-05-18,Female,+11129274920,2017-06-01,Terminated,Sales,Marketing Analyst
Emily,Garcia,emily.garcia9692@example.com,74824.51,USA,1982-09-16,Male,+13386277142,2020-02-16,On Leave,Product,Sales Representative
Emma,Taylor,emma.taylor9693@example.com,136838.15,South Africa,1989-09-01,Other,+17384832878,2015-03-08,Active,Operations,Software Engineer
Emma,Wilson,emma.wilson9694@example.com,77257.28,France,1972-10-09,Female,+19419790669,2010-06-22,Suspended,Human Resources,Software Engineer
Charles,Jones,charles.jones9695@example.com,104310.63,USA,1996-12-14,Female,+13797452124,2016-11-08,Terminated,Operations,DevOps Engineer
James,Smith,james.smith9696@example.com,135404.55,India,1998-05-25,Other,+16782587923,2023-01-01,Terminated,Human Resources,Product Manager
Sophia,Miller,sophia.miller9697@example.com,131354.96,Japan,1997-10-02,Female,+18872222431,2020-03-21,Terminated,Marketing,Software Engineer
Emily,Moore,emily.moore9698@example.com,143265.53,Japan,1974-11-15,Male,+14035053973,2020-09-19,Terminated,Operations,Marketing Analyst
Olivia,Garcia,olivia.garcia9699@example.com,56902.46,India,1986-07-03,Female,+17639044281,2018-11-09,Active,Product,Data Scientist
Jane,Rodriguez,jane.rodriguez9700@example.com,51251.1,India,1997-10-02,Male,+13635017152,2015-03-27,Active,Sales,Software Engineer
Olivia,Moore,olivia.moore9701@example.com,41282.27,France,1970-12-17,Female,+14241336388,2015-02-27,Suspended,Data,Product Manager
Charles,Taylor,charles.taylor9702@example.com,103306.48,India,1978-04-13,Other,+16422689714,2014-10-10,Active,Quality Assurance,Data Scientist
Katie,Rodriguez,katie.rodriguez9703@example.com,126320.6,UK,1973-02-23,Male,+14409506383,2023-07-07,Active,Data,Data Scientist
James,Rodriguez,james.rodriguez9704@example.com,113075.77,South Africa,1981-08-08,Female,+18000262686,2015-06-21,Suspended,Data,Data Scientist
Chris,Johnson,chris.johnson9705@example.com,136123.55,Brazil,1992-04-13,Other,+16005106992,2018-10-14,Active,Human Resources,DevOps Engineer
Emily,Anderson,emily.anderson9706@example.com,121392.98,Germany,1982-07-24,Female,+11013868205,2016-03-19,Terminated,Quality Assurance,Software Engineer
Robert,Moore,robert.moore9707@example.com,108281.44,Germany,1976-07-17,Female,+11598048149,2017-07-06,Terminated,Human Resources,Software Engineer
Michael,Brown,michael.brown9708@example.com,44746.93,UK,1995-10-02,Other,+19269450924,2011-09-18,Suspended,Quality Assurance,DevOps Engineer
Emma,Brown,emma.brown9709@example.com,108814.84,Japan,1982-03-16,Female,+13764624927,2022-04-07,Terminated,Data,DevOps Engineer
Chris,Smith,chris.smith9710@example.com,56785.84,Brazil,1982-02-08,Female,+17454573135,2018-03-16,Suspended,Human Resources,HR Specialist
Charles,Miller,charles.miller9711@example.com,100865.5,Germany,1995-02-05,Female,+19761223938,2012-04-08,Active,Human Resources,DevOps Engineer
James,Jones,james.jones9712@example.com,134967.35,Australia,1979-08-16,Male,+12807395091,2019-05-25,On Leave,Engineering,Marketing Analyst
Sarah,Wilson,sarah.wilson9713@example.com,124590.28,Germany,1984-04-22,Male,+11883560143,2019-10-27,Suspended,Data,HR Specialist
Isabella,Rodriguez,isabella.rodriguez9714@example.com,52500.47,Japan,1986-05-23,Female,+15239716278,2016-08-23,Active,Human Resources,HR Specialist
Emily,Wilson,emily.wilson9715@example.com,92306.93,USA,1986-07-21,Female,+11169948689,2020-06-18,On Leave,Quality Assurance,DevOps Engineer
Chris,Wilson,chris.wilson9716@example.com,54447.86,Japan,1976-07-16,Female,+11049872408,2022-04-21,Active,Engineering,Data Scientist
Charles,Martin,charles.martin9717@example.com,99781.46,South Africa,1997-05-04,Other,+14830661372,2021-01-23,Terminated,Human Resources,DevOps Engineer
Olivia,Moore,olivia.moore9718@example.com,69269.82,Japan,1984-03-10,Female,+14627841766,2011-03-13,Active,Human Resources,Software Engineer
Laura,Taylor,laura.taylor9719@example.com,85574.45,UK,1974-01-29,Female,+19039965022,2017-06-30,On Leave,Engineering,Sales Representative
Isabella,Gonzalez,isabella.gonzalez9720@example.com,95260.25,UK,1994-10-03,Female,+15821104494,2018-04-17,On Leave,Data,Marketing Analyst
Joseph,Jackson,joseph.jackson9721@example.com,111196.4,France,1992-07-29,Other,+15959871662,2019-12-04,Active,Sales,DevOps Engineer
Chris,Taylor,chris.taylor9722@example.com,119646.02,UK,1995-12-15,Female,+12837128225,2022-03-31,Suspended,Operations,Product Manager
David,Gonzalez,david.gonzalez9723@example.com,58063.9,Brazil,1985-11-05,Female,+16410447788,2011-11-24,On Leave,Operations,Sales Representative
David,Martin,david.martin9724@example.com,149235.99,Germany,1988-11-08,Male,+12815550774,2016-03-09,Suspended,Human Resources,Product Manager
Joseph,Hernandez,joseph.hernandez9725@example.com,55113.75,India,1996-07-25,Male,+11237691729,2014-05-06,On Leave,Engineering,HR Specialist
Chris,Davis,chris.davis9726@example.com,44493.73,Canada,1994-09-14,Female,+19364368499,2011-01-26,Suspended,Sales,Data Scientist
Sarah,Brown,sarah.brown9727@example.com,142347.83,Canada,1996-11-12,Other,+18891758595,2019-08-15,Suspended,Sales,Marketing Analyst
Olivia,Martinez,olivia.martinez9728@example.com,128060.37,USA,1981-07-19,Other,+15772971589,2017-05-13,Active,Human Resources,Sales Representative
Sophia,Smith,sophia.smith9729@example.com,108992.51,Australia,1999-06-13,Female,+18250556797,2017-10-30,Suspended,Operations,Sales Representative
Katie,Anderson,katie.anderson9730@example.com,115911.02,Brazil,1996-02-02,Other,+11801545421,2011-09-21,Suspended,Quality Assurance,Software Engineer
Michael,Smith,michael.smith9731@example.com,136514.83,South Africa,1981-09-07,Female,+12330891023,2016-01-09,On Leave,Marketing,HR Specialist
Chris,Davis,chris.davis9732@example.com,137673.18,Japan,1972-11-11,Male,+11874888303,2016-09-25,On Leave,Product,Product Manager
Ava,Wilson,ava.wilson9733@example.com,104740.96,France,1989-01-16,Male,+15990350968,2013-02-09,On Leave,Sales,Software Engineer
Laura,Gonzalez,laura.gonzalez9734@example.com,79046.76,South Africa,1982-06-06,Female,+15540241277,2011-04-25,On Leave,Sales,Product Manager
Emily,Davis,emily.davis9735@example.com,109849.08,USA,1985-01-05,Other,+14691703570,2019-10-28,Active,Engineering,DevOps Engineer
Emily,Lopez,emily.lopez9736@example.com,99572.1,Australia,1992-12-07,Female,+16481956357,2022-12-24,Suspended,Engineering,Data Scientist
Joseph,Davis,joseph.davis9737@example.com,67721.41,UK,2000-05-15,Female,+19513312874,2011-01-19,Terminated,Product,Software Engineer
Joseph,Miller,joseph.miller9738@example.com,105648.07,UK,1980-05-13,Other,+16800253163,2018-01-09,Terminated,Operations,DevOps Engineer
Sarah,Gonzalez,sarah.gonzalez9739@example.com,115881.24,Brazil,1998-04-08,Other,+15749027786,2015-04-05,Active,Quality Assurance,Product Manager
Jane,Wilson,jane.wilson9740@example.com,131216.22,Brazil,1973-12-09,Other,+12755075953,2020-01-26,Suspended,Data,HR Specialist
Jane,Gonzalez,jane.gonzalez9741@example.com,50462.41,India,1982-06-15,Female,+11925283474,2016-07-06,Terminated,Data,HR Specialist
William,Anderson,william.anderson9742@example.com,73106.24,Germany,1988-07-16,Other,+12434322456,2013-03-23,Terminated,Sales,Software Engineer
Robert,Smith,robert.smith9743@example.com,61260.05,France,1970-01-20,Male,+12765338212,2011-08-27,Terminated,Quality Assurance,QA Engineer
Laura,Jackson,laura.jackson9744@example.com,105866.61,Canada,1974-04-27,Female,+13170138756,2020-08-19,On Leave,Human Resources,Product Manager
Ava,Jackson,ava.jackson9745@example.com,56076.9,Canada,1976-05-12,Male,+13667731202,2010-01-26,Suspended,Data,QA Engineer
Sophia,Rodriguez,sophia.rodriguez9746@example.com,107158.38,UK,1999-02-17,Female,+13620828279,2016-06-29,On Leave,Sales,Marketing Analyst
Sarah,Jones,sarah.jones9747@example.com,94225.17,Australia,1985-08-21,Male,+13658824926,2021-05-15,On Leave,Operations,Product Manager
Sophia,Taylor,sophia.taylor9748@example.com,132255.41,Japan,1990-09-09,Female,+15251266194,2011-09-10,Suspended,Sales,Software Engineer
Robert,Johnson,robert.johnson9749@example.com,76740.02,UK,1991-11-19,Other,+18510277552,2020-05-22,Suspended,Marketing,DevOps Engineer
Ava,Rodriguez,ava.rodriguez9750@example.com,133626.39,Brazil,1975-01-27,Female,+18493928457,2013-03-16,Active,Data,QA Engineer
Isabella,Williams,isabella.williams9751@example.com,140658.54,Japan,1984-01-03,Male,+12193850318,2010-08-28,On Leave,Marketing,HR Specialist
Katie,Jones,katie.jones9752@example.com,79660.2,Canada,1983-02-16,Other,+14898928105,2015-01-03,On Leave,Quality Assurance,Marketing Analyst
Chris,Thomas,chris.thomas9753@example.com,79856.42,Canada,1972-05-18,Male,+18310010948,2019-01-07,On Leave,Engineering,Marketing Analyst
Laura,Martinez,laura.martinez9754@example.com,122875.79,Australia,1979-04-28,Female,+12783716484,2016-05-10,Active,Operations,Sales Representative
Alex,Moore,alex.moore9755@example.com,54751.32,France,1976-12-05,Other,+19949512875,2016-06-01,Suspended,Operations,QA Engineer
Sophia,Anderson,sophia.anderson9756@example.com,64067.94,UK,2000-03-22,Female,+11602443022,2011-01-03,Terminated,Quality Assurance,Product Manager
David,Martin,david.martin9757@example.com,46810.01,Brazil,1970-03-11,Female,+14859217511,2017-05-19,Active,Human Resources,Product Manager
Ava,Taylor,ava.taylor9758@example.com,88111.18,South Africa,1978-08-06,Other,+15271633161,2022-03-12,Terminated,Quality Assurance,Data Scientist
Michael,Johnson,michael.johnson9759@example.com,40289.92,France,1979-04-10,Female,+16603273170,2018-02-07,Suspended,Product,Software Engineer
Michael,Taylor,michael.taylor9760@example.com,84995.02,UK,1984-04-05,Male,+11782565106,2021-03-28,Suspended,Operations,Software Engineer
Emily,Miller,emily.miller9761@example.com,81321.81,Canada,1981-05-17,Female,+19677178421,2019-03-18,Active,Data,Software Engineer
Olivia,Miller,olivia.miller9762@example.com,61138.3,Australia,1975-09-27,Other,+19930643419,2011-04-17,Suspended,Marketing,HR Specialist
Isabella,Gonzalez,isabella.gonzalez9763@example.com,144174.32,Canada,1973-08-20,Female,+12724075442,2011-05-14,On Leave,Marketing,Software Engineer
Chris,Wilson,chris.wilson9764@example.com,67186.84,France,1996-04-08,Other,+17720392777,2011-05-19,Terminated,Operations,HR Specialist
Emily,Anderson,emily.anderson9765@example.com,85131.4,South Africa,1974-03-25,Female,+12594121999,2018-08-05,Suspended,Product,DevOps Engineer
Katie,Martinez,katie.martinez9766@example.com,128941.96,Germany,1994-02-13,Male,+12889601419,2023-04-12,Suspended,Engineering,Sales Representative
William,Moore,william.moore9767@example.com,54210.71,UK,1992-12-25,Other,+12436563213,2011-11-07,Suspended,Sales,Product Manager
Joseph,Davis,joseph.davis9768@example.com,107869.84,Japan,1974-03-02,Other,+11530250528,2020-01-30,On Leave,Quality Assurance,HR Specialist
Joseph,Williams,joseph.williams9769@example.com,100709.42,USA,1992-07-22,Female,+19996841037,2015-01-30,Terminated,Product,Software Engineer
Jane,Thomas,jane.thomas9770@example.com,105129.92,Germany,1979-10-09,Female,+12770124633,2010-08-26,On Leave,Data,Marketing Analyst
Jane,Moore,jane.moore9771@example.com,108034.26,UK,1983-06-07,Male,+16794434859,2017-09-29,On Leave,Operations,QA Engineer
Robert,Brown,robert.brown9772@example.com,124549.18,Australia,1983-05-20,Male,+13707865747,2015-05-31,Active,Engineering,HR Specialist
Robert,Williams,robert.williams9773@example.com,122447.2,Japan,1979-05-23,Other,+16393135627,2016-08-03,Active,Quality Assurance,Data Scientist
Olivia,Thomas,olivia.thomas9774@example.com,53889.79,Australia,1985-12-23,Other,+14883787429,2021-05-01,Suspended,Human Resources,HR Specialist
Olivia,Thomas,olivia.thomas9775@example.com,124167.35,Australia,1998-06-17,Other,+11204364982,2020-11-09,Active,Operations,QA Engineer
Katie,Anderson,katie.anderson9776@example.com,97065.96,Japan,1980-07-09,Male,+16540395508,2022-09-05,Suspended,Quality Assurance,Data Scientist
Charles,Rodriguez,charles.rodriguez9777@example.com,99669.53,France,1998-11-02,Female,+18427716456,2010-01-05,Terminated,Sales,Data Scientist
Robert,Jones,robert.jones9778@example.com,97896.35,UK,1985-12-28,Female,+12885645226,2011-02-20,Suspended,Data,Marketing Analyst
James,Thomas,james.thomas9779@example.com,63436.4,Japan,1991-01-04,Female,+14568311508,2022-04-11,Terminated,Engineering,Sales Representative
David,Smith,david.smith9780@example.com,67253.58,UK,1983-10-18,Other,+17342829014,2021-04-20,Terminated,Operations,Sales Representative
Olivia,Johnson,olivia.johnson9781@example.com,123886.75,UK,1998-12-16,Other,+12889962527,2013-09-01,Active,Engineering,HR Specialist
Chris,Jones,chris.jones9782@example.com,113420.57,India,1971-12-07,Female,+15439369691,2014-01-20,Terminated,Operations,Marketing Analyst
James,Jones,james.jones9783@example.com,143249.17,Canada,2000-05-20,Female,+12907354349,2013-08-09,Suspended,Sales,QA Engineer
Chris,Wilson,chris.wilson9784@example.com,43607.85,Brazil,1973-01-28,Other,+14388506630,2018-11-26,Suspended,Human Resources,DevOps Engineer
Charles,Anderson,charles.anderson9785@example.com,134198.68,Germany,1988-05-17,Other,+17455138622,2011-08-19,Active,Quality Assurance,DevOps Engineer
Ava,Williams,ava.williams9786@example.com,107735.59,UK,1990-05-31,Male,+19420900383,2018-11-09,Suspended,Human Resources,Product Manager
James,Moore,james.moore9787@example.com,133557.9,Brazil,1997-08-23,Male,+13170667669,2011-10-08,Suspended,Product,Data Scientist
